iteration,cm,cm_ratings,reputations,rating_scores,accuracies
608,"[[59.  1.  4.  7.  6. 12. 21.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 20. 16. 26.  2.  6.  0.]
 [ 0.  1.  2. 35.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 62.  0.]
 [ 1.  1.  1.  7. 10.  3.  1.  4.  1. 39.]]","[[236.   4.  16.  28.  24.  48.  84.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  80.  64. 104.   8.  24.   0.]
 [  0.   4.   8. 140.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 248.   0.]
 [  4.   4.   4.  28.  40.  12.   4.  16.   4. 156.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -186, -98, -218, -82, -44, -126]","[0.5086, 0.7273, 0.2255, 0.5556, 0.5238, 0.3095, 0.3158, 0.4776, 0.9254, 0.5735]"
609,"[[60.  1.  4.  7.  6. 12. 21.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 20. 16. 26.  2.  6.  0.]
 [ 0.  1.  2. 35.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 62.  0.]
 [ 1.  1.  1.  7. 10.  3.  1.  4.  1. 39.]]","[[240.   4.  16.  28.  24.  48.  84.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  80.  64. 104.   8.  24.   0.]
 [  0.   4.   8. 140.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 248.   0.]
 [  4.   4.   4.  28.  40.  12.   4.  16.   4. 156.]]","[0.24, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -186, -98, -218, -82, -44, -126]","[0.5128, 0.7273, 0.2255, 0.5556, 0.5238, 0.3095, 0.3158, 0.4776, 0.9254, 0.5735]"
610,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 20. 16. 26.  2.  6.  0.]
 [ 0.  1.  2. 35.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 62.  0.]
 [ 1.  1.  1.  7. 10.  3.  1.  4.  1. 39.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  80.  64. 104.   8.  24.   0.]
 [  0.   4.   8. 140.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 248.   0.]
 [  4.   4.   4.  28.  40.  12.   4.  16.   4. 156.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -186, -98, -222, -82, -44, -126]","[0.5085, 0.7273, 0.2255, 0.5556, 0.5238, 0.3095, 0.3158, 0.4776, 0.9254, 0.5735]"
611,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 20. 16. 26.  2.  6.  0.]
 [ 0.  1.  2. 36.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 62.  0.]
 [ 1.  1.  1.  7. 10.  3.  1.  4.  1. 39.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  80.  64. 104.   8.  24.   0.]
 [  0.   4.   8. 144.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 248.   0.]
 [  4.   4.   4.  28.  40.  12.   4.  16.   4. 156.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -186, -98, -222, -82, -44, -126]","[0.5085, 0.7273, 0.2255, 0.5625, 0.5238, 0.3095, 0.3158, 0.4776, 0.9254, 0.5735]"
612,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 20. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 36.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 62.  0.]
 [ 1.  1.  1.  7. 10.  3.  1.  4.  1. 39.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  80.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 144.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 248.   0.]
 [  4.   4.   4.  28.  40.  12.   4.  16.   4. 156.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -186, -98, -226, -82, -44, -126]","[0.5085, 0.7273, 0.2233, 0.5625, 0.5238, 0.3095, 0.3158, 0.4776, 0.9254, 0.5735]"
613,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 20. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 36.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 10.  3.  1.  4.  1. 39.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  80.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 144.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  40.  12.   4.  16.   4. 156.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -186, -98, -226, -82, -44, -126]","[0.5085, 0.7273, 0.2233, 0.5625, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5735]"
614,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 21. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 36.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 10.  3.  1.  4.  1. 39.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  84.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 144.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  40.  12.   4.  16.   4. 156.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -190, -98, -226, -82, -44, -126]","[0.5085, 0.7273, 0.2212, 0.5625, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5735]"
615,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 21. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 36.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 39.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  84.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 144.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 156.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.26]","[-126, -84, -94, -116, -194, -98, -226, -82, -44, -126]","[0.5085, 0.7273, 0.2212, 0.5625, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5652]"
616,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 21. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 36.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 40.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  84.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 144.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 160.]]","[0.23, 0.35, 0.1, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -194, -98, -226, -82, -44, -126]","[0.5085, 0.7273, 0.2212, 0.5625, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5714]"
617,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 22. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 36.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 40.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  88.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 144.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 160.]]","[0.23, 0.35, 0.09, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -116, -198, -98, -226, -82, -44, -126]","[0.5085, 0.7273, 0.219, 0.5625, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5714]"
618,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 22. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 37.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 40.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  88.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 148.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 160.]]","[0.23, 0.35, 0.09, 0.27, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -118, -198, -98, -226, -82, -44, -126]","[0.5085, 0.7273, 0.219, 0.5692, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5714]"
619,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 22. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 37.  0.  0.  4.  7. 10.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 41.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  88.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 148.   0.   0.  16.  28.  40.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 164.]]","[0.23, 0.35, 0.09, 0.27, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -118, -198, -98, -226, -82, -44, -128]","[0.5085, 0.7273, 0.219, 0.5692, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5775]"
620,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  1.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 22. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 37.  0.  0.  4.  7. 11.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 41.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   4.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  88.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 148.   0.   0.  16.  28.  44.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 164.]]","[0.23, 0.35, 0.09, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -94, -118, -198, -98, -226, -82, -48, -128]","[0.5085, 0.7273, 0.219, 0.5606, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5775]"
621,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  2.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 22. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 37.  0.  0.  4.  7. 11.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 41.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   8.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  88.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 148.   0.   0.  16.  28.  44.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 164.]]","[0.23, 0.33, 0.09, 0.26, 0.23, 0.14, 0.12, 0.23, 0.46, 0.27]","[-126, -84, -98, -118, -198, -98, -226, -82, -48, -128]","[0.5085, 0.6957, 0.219, 0.5606, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5775]"
622,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  2.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 23.  3. 22. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 37.  0.  0.  4.  8. 11.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 41.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   8.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  92.  12.  88.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 148.   0.   0.  16.  32.  44.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 164.]]","[0.23, 0.33, 0.09, 0.26, 0.23, 0.14, 0.12, 0.22, 0.46, 0.27]","[-126, -84, -98, -118, -198, -98, -226, -86, -48, -128]","[0.5085, 0.6957, 0.219, 0.5522, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5775]"
623,"[[60.  1.  4.  7.  6. 12. 22.  2.  0.  4.]
 [ 1. 16.  2.  1.  1.  1.  0.  0.  1.  0.]
 [ 5.  1. 24.  3. 22. 16. 27.  2.  6.  0.]
 [ 0.  1.  2. 37.  0.  0.  4.  8. 11.  4.]
 [ 0.  6.  2.  0. 22.  0.  7.  2.  2.  1.]
 [ 3.  3.  1.  0.  4. 13.  3.  3.  3.  9.]
 [ 2.  5.  1.  1.  0.  0.  6.  1.  0.  3.]
 [ 3.  1.  8.  7.  6.  2.  1. 32.  3.  4.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 63.  0.]
 [ 1.  1.  1.  7. 11.  3.  1.  4.  1. 41.]]","[[240.   4.  16.  28.  24.  48.  88.   8.   0.  16.]
 [  4.  64.   8.   4.   4.   4.   0.   0.   4.   0.]
 [ 20.   4.  96.  12.  88.  64. 108.   8.  24.   0.]
 [  0.   4.   8. 148.   0.   0.  16.  32.  44.  16.]
 [  0.  24.   8.   0.  88.   0.  28.   8.   8.   4.]
 [ 12.  12.   4.   0.  16.  52.  12.  12.  12.  36.]
 [  8.  20.   4.   4.   0.   0.  24.   4.   0.  12.]
 [ 12.   4.  32.  28.  24.   8.   4. 128.  12.  16.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 252.   0.]
 [  4.   4.   4.  28.  44.  12.   4.  16.   4. 164.]]","[0.23, 0.33, 0.1, 0.26, 0.23, 0.14, 0.12, 0.22, 0.46, 0.27]","[-126, -84, -98, -118, -198, -98, -226, -86, -48, -128]","[0.5085, 0.6957, 0.2264, 0.5522, 0.5238, 0.3095, 0.3158, 0.4776, 0.9265, 0.5775]"
